Phvul.001G000100,2,7164,49.33402,2
Phvul.001G000200,1,5275,1.180329,0
Phvul.001G000300,2,6936,246.5276,1
Phvul.001G000400,1,5958,100.40536,1
Phvul.001G000500,1,1861,363.116232,1
Phvul.001G000600,2,12771,23.217238,1
Phvul.001G000700,1,2465,127.49448,1
Phvul.001G000800,2,2536,55.207341,1
Phvul.001G000900,1,1442,4.4082316,1
Phvul.001G001000,1,2788,593.75902,1
Phvul.001G001100,2,6565,125.40583,1
Phvul.001G001200,2,7718,36.64292,1
Phvul.001G001300,1,2883,223.85842,1
Phvul.001G001400,2,12425,294.6344,1
Phvul.001G001500,1,4118,630.6904,1
Phvul.001G001600,1,4477,61.16596,1
Phvul.001G001700,1,4129,40.81373,1
Phvul.001G001800,1,600,0.364905,0
Phvul.001G001900,1,3773,389.91463,1
Phvul.001G002000,1,1141,298.03098,0
Phvul.001G002100,1,1958,804.3215088,1
Phvul.001G002200,1,1051,160.98162,1
Phvul.001G002300,2,1477,14.579981,2
Phvul.001G002400,1,5182,190.97858,1
Phvul.001G002500,1,276,0,0
Phvul.001G002600,2,1431,38.58,2
Phvul.001G002700,2,4052,69.18769,1
Phvul.001G002800,1,4502,31.622677,1
Phvul.001G002900,1,3107,2.0316008,1
Phvul.001G003000,1,1725,102.83359,1
Phvul.001G003100,1,3442,148.21632,2
Phvul.001G003200,1,2466,1469.4208,3
Phvul.001G003300,1,2082,14.687631,0
Phvul.001G003400,1,387,202.25639,1
Phvul.001G003500,1,4334,1440.5536,1
Phvul.001G003600,1,5053,239.7924,1
Phvul.001G003700,2,2334,94.6517,1
Phvul.001G003800,1,1956,52.260158,1
Phvul.001G003900,1,1630,106.1995518,1
Phvul.001G004000,1,1899,690.47164,1
Phvul.001G004100,1,4338,97.2017,1
Phvul.001G004200,1,2546,0.0326779,1
Phvul.001G004300,1,2486,61.722968,1
Phvul.001G004400,1,3222,314.6811185,1
Phvul.001G004500,1,3691,92.5011786,1
Phvul.001G004600,1,6393,85.3833635,1
Phvul.001G004700,1,2456,149.01267,1
Phvul.001G004800,1,2501,375.2843,1
Phvul.001G004900,2,5490,48.190504,1
Phvul.001G005000,2,2414,522.0727,1
Phvul.001G005100,1,2340,14.2725064,1
Phvul.001G005200,1,4701,1247.9975,1
Phvul.001G005300,1,659,86.01661,1
Phvul.001G005400,1,7154,75.5507,1
Phvul.001G005500,1,5118,161.91437,1
Phvul.001G005600,1,3045,162.24891,2
Phvul.001G005700,2,2512,59.46134,1
Phvul.001G005800,1,737,5.1400508,1
Phvul.001G005900,1,6207,38.64708,1
Phvul.001G006000,1,8066,130.34966,1
Phvul.001G006100,1,1274,0.1447601,2
Phvul.001G006200,1,1185,0.278146,2
Phvul.001G006300,1,911,1979.974837,2
Phvul.001G006400,1,534,0,2
Phvul.001G006500,1,533,0,0
Phvul.001G006600,1,542,1.14848,0
Phvul.001G006700,1,1045,10.964854,1
Phvul.001G006800,1,5244,38.774844,1
Phvul.001G006900,1,2465,241.1052,1
Phvul.001G007000,1,3739,96.7898,1
Phvul.001G007100,1,3214,303.3357,1
Phvul.001G007200,1,6100,90.391,1
Phvul.001G007300,1,3139,329.74923,1
Phvul.001G007400,3,2912,110.14543,2
Phvul.001G007500,1,3368,517.689315,1
Phvul.001G007600,1,2290,68.14777,1
